0.0,6.0,6.0
0.01,6.0,6.0
0.02,6.0,6.0
0.03,6.0,6.0
0.04,6.0,6.0
0.05,6.0,6.0
0.06,6.0,6.0
0.07,6.0,6.0
0.08,6.0,6.0
0.09,6.0,6.0
0.1,6.0,6.0
0.11,6.0,6.0
0.12,6.0,6.0
0.13,6.0,6.0
0.14,6.0,6.0
0.15,6.0,6.0
0.16,6.0,6.0
0.17,6.0,6.0
0.18,6.0,6.0
0.19,6.0,6.0
0.2,6.0,6.0
0.21,6.0,6.0
0.22,6.0,6.0
0.23,6.0,6.0
0.24,6.0,6.0
0.25,6.0,6.0
0.26,6.0,6.0
0.27,6.0,6.0
0.28,6.0,6.0
0.29,6.0,6.0
0.3,6.0,6.0
0.31,6.0,6.0
0.32,6.0,6.0
0.33,6.0,6.0
0.34,6.0,6.0
0.35000000000000003,6.0,6.0
0.36,6.0,6.0
0.37,6.0,6.0
0.38,6.0,6.0
0.39,6.0,6.0
0.4,6.0,6.0
0.41000000000000003,6.0,6.0
0.42,6.0,6.0
0.43,6.0,6.0
0.44,6.0,6.0
0.45,6.0,6.0
0.46,6.0,6.0
0.47000000000000003,6.0,6.0
0.48,6.0,6.0
0.49,6.0,6.0
0.5,6.0,6.0
0.51,6.0,6.0
0.52,6.0,6.0
0.53,6.0,6.0
0.54,6.0,6.0
0.55,6.0,6.0
0.56,6.0,6.0
0.5700000000000001,6.0,6.0
0.58,6.0,6.0
0.59,6.0,6.0
0.6,6.0,6.0
0.61,6.0,6.0
0.62,6.0,6.0
0.63,6.0,6.0
0.64,6.0,6.0
0.65,6.0,6.0
0.66,6.0,6.0
0.67,6.0,6.0
0.68,6.0,6.0
0.6900000000000001,6.0,6.0
0.7000000000000001,6.0,6.0
0.71,6.0,6.0
0.72,6.0,6.0
0.73,6.0,6.0
0.74,6.0,6.0
0.75,6.0,6.0
0.76,6.0,6.0
0.77,6.0,6.0
0.78,6.0,6.0
0.79,6.0,6.0
0.8,6.0,6.0
0.81,6.0,6.0
0.8200000000000001,6.0,6.0
0.8300000000000001,6.0,6.0
0.84,6.0,6.0
0.85,6.0,6.0
0.86,6.0,6.0
0.87,6.0,6.0
0.88,6.0,6.0
0.89,6.0,6.0
0.9,6.0,6.0
0.91,6.0,6.0
0.92,6.0,6.0
0.93,6.0,6.0
0.9400000000000001,6.0,6.0
0.9500000000000001,6.0,6.0
0.96,6.0,6.0
0.97,6.0,6.0
0.98,6.0,6.0
0.99,6.0,6.0
1.0,6.0,6.0
1.01,6.0,6.0
1.02,6.0,6.0
1.03,6.0,6.0
1.04,6.0,6.0
1.05,6.0,6.0
1.06,6.0,6.0
1.07,6.0,6.0
1.08,6.0,6.0
1.09,6.0,6.0
1.1,6.0,6.0
1.11,6.0,6.0
1.12,6.0,6.0
1.1300000000000001,6.0,6.0
1.1400000000000001,6.0,6.0
1.1500000000000001,6.0,6.0
1.16,6.0,6.0
1.17,6.0,6.0
1.18,6.0,6.0
1.19,6.0,6.0
1.2,6.0,6.0
1.21,6.0,6.0
1.22,6.0,6.0
1.23,6.0,6.0
1.24,6.0,6.0
1.25,6.0,6.0
1.26,6.0,6.0
1.27,6.0,6.0
1.28,6.0,6.0
1.29,6.0,6.0
1.3,6.0,6.0
1.31,6.0,6.0
1.32,6.0,6.0
1.33,6.0,6.0
1.34,6.0,6.0
1.35,6.0,6.0
1.36,6.0,6.0
1.37,6.0,6.0
1.3800000000000001,6.0,6.0
1.3900000000000001,6.0,6.0
1.4000000000000001,6.0,6.0
1.41,6.0,6.0
1.42,6.0,6.0
1.43,6.0,6.0
1.44,6.0,6.0
1.45,6.0,6.0
1.46,6.0,6.0
1.47,6.0,6.0
1.48,6.0,6.0
1.49,6.0,6.0
1.5,6.0,6.0
1.51,6.0,6.0
1.52,6.0,6.0
1.53,6.0,6.0
1.54,6.0,6.0
1.55,6.0,6.0
1.56,6.0,6.0
1.57,6.0,6.0
1.58,6.0,6.0
1.59,6.0,6.0
1.6,6.0,6.0
1.61,6.0,6.0
1.62,6.0,6.0
1.6300000000000001,6.0,6.0
1.6400000000000001,6.0,6.0
1.6500000000000001,6.0,6.0
1.6600000000000001,6.0,6.0
1.67,6.0,6.0
1.68,6.0,6.0
1.69,6.0,6.0
1.7,6.0,6.0
1.71,6.0,6.0
1.72,6.0,6.0
1.73,6.0,6.0
1.74,6.0,6.0
1.75,6.0,6.0
1.76,6.0,6.0
1.77,6.0,6.0
1.78,6.0,6.0
1.79,6.0,6.0
1.8,6.0,6.0
1.81,6.0,6.0
1.82,6.0,6.0
1.83,6.0,6.0
1.84,6.0,6.0
1.85,6.0,6.0
1.86,6.0,6.0
1.87,6.0,6.0
1.8800000000000001,6.0,6.0
1.8900000000000001,6.0,6.0
1.9000000000000001,6.0,6.0
1.9100000000000001,6.0,6.0
1.92,6.0,6.0
1.93,6.0,6.0
1.94,6.0,6.0
1.95,6.0,6.0
1.96,6.0,6.0
1.97,6.0,6.0
1.98,6.0,6.0
1.99,6.0,6.0
2.0,6.0,6.0
2.0100000000000002,6.0,6.0
2.02,6.0,6.0
2.0300000000000002,6.0,6.0
2.04,6.0,6.0
2.05,6.0,6.0
2.06,6.0,6.0
2.07,6.0,6.0
2.08,6.0,6.0
2.09,6.0,6.0
2.1,6.0,6.0
2.11,6.0,6.0
2.12,6.0,6.0
2.13,6.0,6.0
2.14,6.0,6.0
2.15,6.0,6.0
2.16,6.0,6.0
2.17,6.0,6.0
2.18,6.0,6.0
2.19,6.0,6.0
2.2,6.0,6.0
2.21,6.0,6.0
2.22,6.0,6.0
2.23,6.0,6.0
2.24,6.0,6.0
2.25,6.0,6.0
2.2600000000000002,6.0,6.0
2.27,6.0,6.0
2.2800000000000002,6.0,6.0
2.29,6.0,6.0
2.3000000000000003,6.0,6.0
2.31,6.0,6.0
2.32,6.0,6.0
2.33,6.0,6.0
2.34,6.0,6.0
2.35,6.0,6.0
2.36,6.0,6.0
2.37,6.0,6.0
2.38,6.0,6.0
2.39,6.0,6.0
2.4,6.0,6.0
2.41,6.0,6.0
2.42,6.0,6.0
2.43,6.0,6.0
2.44,6.0,6.0
2.45,6.0,6.0
2.46,6.0,6.0
2.47,6.0,6.0
2.48,6.0,6.0
2.49,6.0,6.0
2.5,6.0,6.0
2.5100000000000002,6.0,6.0
2.52,6.0,6.0
2.5300000000000002,6.0,6.0
2.54,6.0,6.0
2.5500000000000003,6.0,6.0
2.56,6.0,6.0
2.57,6.0,6.0
2.58,6.0,6.0
2.59,6.0,6.0
2.6,6.0,6.0
2.61,6.0,6.0
2.62,6.0,6.0
2.63,6.0,6.0
2.64,6.0,6.0
2.65,6.0,6.0
